comparison,pvalues,padj
Expanded_MildvsHD,0.00823835365382451,0.0123575304807368
Expanded_ModeratevsHD,2.2580242335769e-05,0.000135481454014614
Expanded_SeverevsHD,6.63997020448077e-05,0.000199199106134423
Cell_MildvsHD,0.258617993528424,0.310341592234109
Cell_ModeratevsHD,0.00287932700682281,0.00575865401364563
Cell_SeverevsHD,0.549031062405095,0.549031062405095
