concat,count,sampleorigin,cluster,prop,condid
INCOV076-AC|4,41,INCOV076-AC,Cell,0.126153846153846,Mild_45
INCOV076-AC|5,13,INCOV076-AC,Expanded,0.04,Mild_45
INCOV076-AC|6,24,INCOV076-AC,Cell,0.0738461538461539,Mild_45
INCOV076-AC|7,1,INCOV076-AC,Expanded,0.00307692307692308,Mild_45
INCOV076-AC|8,21,INCOV076-AC,Cell,0.0646153846153846,Mild_45
INCOV076-AC|9,1,INCOV076-AC,Expanded,0.00307692307692308,Mild_45
INCOV076-BL|0,58,INCOV076-BL,Expanded,0.253275109170306,Mild_46
INCOV076-BL|1,9,INCOV076-BL,Cell,0.0393013100436681,Mild_46
INCOV076-BL|10,4,INCOV076-BL,Expanded,0.0174672489082969,Mild_46
INCOV076-BL|11,1,INCOV076-BL,Cell,0.00436681222707424,Mild_46
INCOV076-BL|13,4,INCOV076-BL,Expanded,0.0174672489082969,Mild_46
INCOV076-BL|2,28,INCOV076-BL,Expanded,0.122270742358079,Mild_46
INCOV076-BL|3,80,INCOV076-BL,Expanded,0.349344978165939,Mild_46
INCOV076-BL|4,14,INCOV076-BL,Cell,0.0611353711790393,Mild_46
INCOV076-BL|5,7,INCOV076-BL,Expanded,0.0305676855895196,Mild_46
INCOV076-BL|6,9,INCOV076-BL,Cell,0.0393013100436681,Mild_46
INCOV076-BL|7,1,INCOV076-BL,Expanded,0.00436681222707424,Mild_46
INCOV076-BL|8,11,INCOV076-BL,Cell,0.0480349344978166,Mild_46
INCOV076-BL|9,3,INCOV076-BL,Expanded,0.0131004366812227,Mild_46
INCOV081-AC|0,39,INCOV081-AC,Expanded,0.159183673469388,Mild_47
INCOV081-AC|1,12,INCOV081-AC,Cell,0.0489795918367347,Mild_47
INCOV081-AC|10,2,INCOV081-AC,Expanded,0.00816326530612245,Mild_47
INCOV081-AC|11,3,INCOV081-AC,Cell,0.0122448979591837,Mild_47
INCOV081-AC|13,2,INCOV081-AC,Expanded,0.00816326530612245,Mild_47
INCOV081-AC|2,9,INCOV081-AC,Expanded,0.036734693877551,Mild_47
INCOV081-AC|3,80,INCOV081-AC,Expanded,0.326530612244898,Mild_47
INCOV081-AC|4,18,INCOV081-AC,Cell,0.073469387755102,Mild_47
INCOV081-AC|5,21,INCOV081-AC,Expanded,0.0857142857142857,Mild_47
INCOV081-AC|6,35,INCOV081-AC,Cell,0.142857142857143,Mild_47
INCOV081-AC|7,1,INCOV081-AC,Expanded,0.00408163265306122,Mild_47
INCOV081-AC|8,17,INCOV081-AC,Cell,0.0693877551020408,Mild_47
INCOV081-AC|9,6,INCOV081-AC,Expanded,0.0244897959183673,Mild_47
INCOV081-BL|0,25,INCOV081-BL,Expanded,0.112612612612613,Mild_48
INCOV081-BL|1,11,INCOV081-BL,Cell,0.0495495495495495,Mild_48
INCOV081-BL|10,1,INCOV081-BL,Expanded,0.0045045045045045,Mild_48
INCOV081-BL|11,1,INCOV081-BL,Cell,0.0045045045045045,Mild_48
INCOV081-BL|13,2,INCOV081-BL,Expanded,0.00900900900900901,Mild_48
INCOV081-BL|2,1,INCOV081-BL,Expanded,0.0045045045045045,Mild_48
INCOV081-BL|3,9,INCOV081-BL,Expanded,0.0405405405405405,Mild_48
INCOV081-BL|4,19,INCOV081-BL,Cell,0.0855855855855856,Mild_48
INCOV081-BL|6,75,INCOV081-BL,Cell,0.337837837837838,Mild_48
INCOV081-BL|8,78,INCOV081-BL,Cell,0.351351351351351,Mild_48
INCOV082-AC|0,22,INCOV082-AC,Expanded,0.176,Mild_49
INCOV082-AC|1,5,INCOV082-AC,Cell,0.04,Mild_49
INCOV082-AC|13,4,INCOV082-AC,Expanded,0.032,Mild_49
INCOV082-AC|2,1,INCOV082-AC,Expanded,0.008,Mild_49
INCOV082-AC|3,37,INCOV082-AC,Expanded,0.296,Mild_49
INCOV082-AC|4,15,INCOV082-AC,Cell,0.12,Mild_49
INCOV082-AC|5,2,INCOV082-AC,Expanded,0.016,Mild_49
INCOV082-AC|6,33,INCOV082-AC,Cell,0.264,Mild_49
INCOV082-AC|7,1,INCOV082-AC,Expanded,0.008,Mild_49
INCOV082-AC|8,3,INCOV082-AC,Cell,0.024,Mild_49
INCOV082-AC|9,2,INCOV082-AC,Expanded,0.016,Mild_49
INCOV071-AC|0,17,INCOV071-AC,Expanded,0.118055555555556,Mild_5
INCOV071-AC|1,51,INCOV071-AC,Cell,0.354166666666667,Mild_5
INCOV071-AC|2,9,INCOV071-AC,Expanded,0.0625,Mild_5
INCOV071-AC|3,2,INCOV071-AC,Expanded,0.0138888888888889,Mild_5
INCOV071-AC|4,10,INCOV071-AC,Cell,0.0694444444444444,Mild_5
INCOV071-AC|5,16,INCOV071-AC,Expanded,0.111111111111111,Mild_5
INCOV071-AC|6,5,INCOV071-AC,Cell,0.0347222222222222,Mild_5
INCOV071-AC|8,32,INCOV071-AC,Cell,0.222222222222222,Mild_5
INCOV071-AC|9,2,INCOV071-AC,Expanded,0.0138888888888889,Mild_5
INCOV082-BL|0,197,INCOV082-BL,Expanded,0.095031355523396,Mild_50
INCOV082-BL|1,4,INCOV082-BL,Cell,0.00192957067052581,Mild_50
INCOV082-BL|10,8,INCOV082-BL,Expanded,0.00385914134105162,Mild_50
INCOV082-BL|13,10,INCOV082-BL,Expanded,0.00482392667631452,Mild_50
INCOV082-BL|2,55,INCOV082-BL,Expanded,0.0265315967197299,Mild_50
INCOV082-BL|3,662,INCOV082-BL,Expanded,0.319343945972021,Mild_50
INCOV082-BL|4,72,INCOV082-BL,Cell,0.0347322720694645,Mild_50
INCOV082-BL|5,34,INCOV082-BL,Expanded,0.0164013506994694,Mild_50
INCOV082-BL|6,30,INCOV082-BL,Cell,0.0144717800289436,Mild_50
INCOV082-BL|8,6,INCOV082-BL,Cell,0.00289435600578871,Mild_50
INCOV082-BL|9,995,INCOV082-BL,Expanded,0.479980704293295,Mild_50
INCOV083-AC|0,24,INCOV083-AC,Expanded,0.210526315789474,Mild_51
INCOV083-AC|1,1,INCOV083-AC,Cell,0.0087719298245614,Mild_51
INCOV083-AC|13,3,INCOV083-AC,Expanded,0.0263157894736842,Mild_51
INCOV083-AC|3,56,INCOV083-AC,Expanded,0.491228070175439,Mild_51
INCOV083-AC|4,20,INCOV083-AC,Cell,0.175438596491228,Mild_51
INCOV083-AC|5,2,INCOV083-AC,Expanded,0.0175438596491228,Mild_51
INCOV083-AC|6,4,INCOV083-AC,Cell,0.0350877192982456,Mild_51
INCOV083-AC|8,4,INCOV083-AC,Cell,0.0350877192982456,Mild_51
INCOV083-BL|0,91,INCOV083-BL,Expanded,0.0945945945945946,Mild_52
INCOV083-BL|1,80,INCOV083-BL,Cell,0.0831600831600832,Mild_52
INCOV083-BL|10,2,INCOV083-BL,Expanded,0.00207900207900208,Mild_52
INCOV083-BL|11,3,INCOV083-BL,Cell,0.00311850311850312,Mild_52
INCOV083-BL|12,2,INCOV083-BL,Cell,0.00207900207900208,Mild_52
INCOV083-BL|13,3,INCOV083-BL,Expanded,0.00311850311850312,Mild_52
INCOV083-BL|2,16,INCOV083-BL,Expanded,0.0166320166320166,Mild_52
INCOV083-BL|3,310,INCOV083-BL,Expanded,0.322245322245322,Mild_52
INCOV083-BL|4,73,INCOV083-BL,Cell,0.0758835758835759,Mild_52
INCOV083-BL|5,58,INCOV083-BL,Expanded,0.0602910602910603,Mild_52
INCOV083-BL|6,307,INCOV083-BL,Cell,0.319126819126819,Mild_52
INCOV083-BL|7,1,INCOV083-BL,Expanded,0.00103950103950104,Mild_52
INCOV083-BL|8,15,INCOV083-BL,Cell,0.0155925155925156,Mild_52
INCOV083-BL|9,1,INCOV083-BL,Expanded,0.00103950103950104,Mild_52
INCOV088-AC|0,19,INCOV088-AC,Expanded,0.163793103448276,Mild_53
INCOV088-AC|1,77,INCOV088-AC,Cell,0.663793103448276,Mild_53
INCOV088-AC|11,3,INCOV088-AC,Cell,0.0258620689655172,Mild_53
INCOV088-AC|2,1,INCOV088-AC,Expanded,0.00862068965517241,Mild_53
INCOV088-AC|4,1,INCOV088-AC,Cell,0.00862068965517241,Mild_53
INCOV088-AC|5,8,INCOV088-AC,Expanded,0.0689655172413793,Mild_53
INCOV088-AC|6,5,INCOV088-AC,Cell,0.0431034482758621,Mild_53
INCOV088-AC|8,1,INCOV088-AC,Cell,0.00862068965517241,Mild_53
INCOV088-AC|9,1,INCOV088-AC,Expanded,0.00862068965517241,Mild_53
INCOV092-AC|0,72,INCOV092-AC,Expanded,0.428571428571429,Mild_54
INCOV092-AC|1,4,INCOV092-AC,Cell,0.0238095238095238,Mild_54
INCOV092-AC|10,3,INCOV092-AC,Expanded,0.0178571428571429,Mild_54
INCOV092-AC|2,12,INCOV092-AC,Expanded,0.0714285714285714,Mild_54
INCOV092-AC|3,16,INCOV092-AC,Expanded,0.0952380952380952,Mild_54
INCOV092-AC|4,4,INCOV092-AC,Cell,0.0238095238095238,Mild_54
INCOV092-AC|5,42,INCOV092-AC,Expanded,0.25,Mild_54
INCOV092-AC|6,2,INCOV092-AC,Cell,0.0119047619047619,Mild_54
INCOV092-AC|8,3,INCOV092-AC,Cell,0.0178571428571429,Mild_54
INCOV092-AC|9,10,INCOV092-AC,Expanded,0.0595238095238095,Mild_54
INCOV092-BL|0,79,INCOV092-BL,Expanded,0.379807692307692,Mild_55
INCOV092-BL|1,6,INCOV092-BL,Cell,0.0288461538461538,Mild_55
INCOV092-BL|10,2,INCOV092-BL,Expanded,0.00961538461538462,Mild_55
INCOV092-BL|2,15,INCOV092-BL,Expanded,0.0721153846153846,Mild_55
INCOV092-BL|3,25,INCOV092-BL,Expanded,0.120192307692308,Mild_55
INCOV092-BL|4,11,INCOV092-BL,Cell,0.0528846153846154,Mild_55
INCOV092-BL|5,57,INCOV092-BL,Expanded,0.274038461538462,Mild_55
INCOV092-BL|6,1,INCOV092-BL,Cell,0.00480769230769231,Mild_55
INCOV092-BL|8,3,INCOV092-BL,Cell,0.0144230769230769,Mild_55
INCOV092-BL|9,9,INCOV092-BL,Expanded,0.0432692307692308,Mild_55
INCOV093-AC|0,77,INCOV093-AC,Expanded,0.204787234042553,Mild_56
INCOV093-AC|1,14,INCOV093-AC,Cell,0.0372340425531915,Mild_56
INCOV093-AC|10,7,INCOV093-AC,Expanded,0.0186170212765957,Mild_56
INCOV093-AC|11,2,INCOV093-AC,Cell,0.00531914893617021,Mild_56
INCOV093-AC|2,40,INCOV093-AC,Expanded,0.106382978723404,Mild_56
INCOV093-AC|3,31,INCOV093-AC,Expanded,0.0824468085106383,Mild_56
INCOV093-AC|4,14,INCOV093-AC,Cell,0.0372340425531915,Mild_56
INCOV093-AC|5,184,INCOV093-AC,Expanded,0.48936170212766,Mild_56
INCOV093-AC|6,3,INCOV093-AC,Cell,0.00797872340425532,Mild_56
INCOV093-AC|8,4,INCOV093-AC,Cell,0.0106382978723404,Mild_56
INCOV094-AC|0,11,INCOV094-AC,Expanded,0.127906976744186,Mild_57
INCOV094-AC|1,39,INCOV094-AC,Cell,0.453488372093023,Mild_57
INCOV094-AC|10,2,INCOV094-AC,Expanded,0.0232558139534884,Mild_57
INCOV094-AC|11,4,INCOV094-AC,Cell,0.0465116279069767,Mild_57
INCOV094-AC|2,2,INCOV094-AC,Expanded,0.0232558139534884,Mild_57
INCOV094-AC|3,3,INCOV094-AC,Expanded,0.0348837209302326,Mild_57
INCOV094-AC|4,4,INCOV094-AC,Cell,0.0465116279069767,Mild_57
INCOV094-AC|5,5,INCOV094-AC,Expanded,0.0581395348837209,Mild_57
INCOV094-AC|6,6,INCOV094-AC,Cell,0.0697674418604651,Mild_57
INCOV094-AC|8,10,INCOV094-AC,Cell,0.116279069767442,Mild_57
INCOV094-BL|0,18,INCOV094-BL,Expanded,0.155172413793103,Mild_58
INCOV094-BL|1,49,INCOV094-BL,Cell,0.422413793103448,Mild_58
INCOV094-BL|10,3,INCOV094-BL,Expanded,0.0258620689655172,Mild_58
INCOV094-BL|11,12,INCOV094-BL,Cell,0.103448275862069,Mild_58
INCOV094-BL|2,1,INCOV094-BL,Expanded,0.00862068965517241,Mild_58
INCOV094-BL|3,1,INCOV094-BL,Expanded,0.00862068965517241,Mild_58
INCOV094-BL|4,7,INCOV094-BL,Cell,0.0603448275862069,Mild_58
INCOV094-BL|5,2,INCOV094-BL,Expanded,0.0172413793103448,Mild_58
INCOV094-BL|6,9,INCOV094-BL,Cell,0.0775862068965517,Mild_58
INCOV094-BL|8,14,INCOV094-BL,Cell,0.120689655172414,Mild_58
INCOV097-AC|0,14,INCOV097-AC,Expanded,0.120689655172414,Mild_59
INCOV097-AC|1,80,INCOV097-AC,Cell,0.689655172413793,Mild_59
INCOV097-AC|11,2,INCOV097-AC,Cell,0.0172413793103448,Mild_59
INCOV097-AC|4,4,INCOV097-AC,Cell,0.0344827586206897,Mild_59
INCOV097-AC|5,4,INCOV097-AC,Expanded,0.0344827586206897,Mild_59
INCOV097-AC|6,8,INCOV097-AC,Cell,0.0689655172413793,Mild_59
INCOV097-AC|8,4,INCOV097-AC,Cell,0.0344827586206897,Mild_59
INCOV077-AC|0,99,INCOV077-AC,Expanded,0.212903225806452,Mild_6
INCOV077-AC|1,19,INCOV077-AC,Cell,0.0408602150537634,Mild_6
INCOV077-AC|10,2,INCOV077-AC,Expanded,0.0043010752688172,Mild_6
INCOV077-AC|11,1,INCOV077-AC,Cell,0.0021505376344086,Mild_6
INCOV077-AC|13,1,INCOV077-AC,Expanded,0.0021505376344086,Mild_6
INCOV077-AC|2,9,INCOV077-AC,Expanded,0.0193548387096774,Mild_6
INCOV077-AC|3,164,INCOV077-AC,Expanded,0.352688172043011,Mild_6
INCOV077-AC|4,43,INCOV077-AC,Cell,0.0924731182795699,Mild_6
INCOV077-AC|5,7,INCOV077-AC,Expanded,0.0150537634408602,Mild_6
INCOV077-AC|6,114,INCOV077-AC,Cell,0.245161290322581,Mild_6
INCOV077-AC|8,5,INCOV077-AC,Cell,0.010752688172043,Mild_6
INCOV077-AC|9,1,INCOV077-AC,Expanded,0.0021505376344086,Mild_6
INCOV097-BL|0,12,INCOV097-BL,Expanded,0.153846153846154,Mild_60
INCOV097-BL|1,35,INCOV097-BL,Cell,0.448717948717949,Mild_60
INCOV097-BL|11,1,INCOV097-BL,Cell,0.0128205128205128,Mild_60
INCOV097-BL|2,2,INCOV097-BL,Expanded,0.0256410256410256,Mild_60
INCOV097-BL|3,1,INCOV097-BL,Expanded,0.0128205128205128,Mild_60
INCOV097-BL|4,4,INCOV097-BL,Cell,0.0512820512820513,Mild_60
INCOV097-BL|5,2,INCOV097-BL,Expanded,0.0256410256410256,Mild_60
INCOV097-BL|6,6,INCOV097-BL,Cell,0.0769230769230769,Mild_60
INCOV097-BL|8,15,INCOV097-BL,Cell,0.192307692307692,Mild_60
INCOV098-AC|0,11,INCOV098-AC,Expanded,0.297297297297297,Mild_61
INCOV098-AC|1,14,INCOV098-AC,Cell,0.378378378378378,Mild_61
INCOV098-AC|11,1,INCOV098-AC,Cell,0.027027027027027,Mild_61
INCOV098-AC|2,1,INCOV098-AC,Expanded,0.027027027027027,Mild_61
INCOV098-AC|3,3,INCOV098-AC,Expanded,0.0810810810810811,Mild_61
INCOV098-AC|4,3,INCOV098-AC,Cell,0.0810810810810811,Mild_61
INCOV098-AC|5,3,INCOV098-AC,Expanded,0.0810810810810811,Mild_61
INCOV098-AC|8,1,INCOV098-AC,Cell,0.027027027027027,Mild_61
INCOV100-AC|0,41,INCOV100-AC,Expanded,0.232954545454545,Mild_62
INCOV100-AC|1,21,INCOV100-AC,Cell,0.119318181818182,Mild_62
INCOV100-AC|10,1,INCOV100-AC,Expanded,0.00568181818181818,Mild_62
INCOV100-AC|2,16,INCOV100-AC,Expanded,0.0909090909090909,Mild_62
INCOV100-AC|3,7,INCOV100-AC,Expanded,0.0397727272727273,Mild_62
INCOV100-AC|4,7,INCOV100-AC,Cell,0.0397727272727273,Mild_62
INCOV100-AC|5,41,INCOV100-AC,Expanded,0.232954545454545,Mild_62
INCOV100-AC|6,3,INCOV100-AC,Cell,0.0170454545454545,Mild_62
INCOV100-AC|8,36,INCOV100-AC,Cell,0.204545454545455,Mild_62
INCOV100-AC|9,3,INCOV100-AC,Expanded,0.0170454545454545,Mild_62
INCOV100-BL|0,33,INCOV100-BL,Expanded,0.192982456140351,Mild_63
INCOV100-BL|1,23,INCOV100-BL,Cell,0.134502923976608,Mild_63
INCOV100-BL|10,2,INCOV100-BL,Expanded,0.0116959064327485,Mild_63
INCOV100-BL|11,1,INCOV100-BL,Cell,0.00584795321637427,Mild_63
INCOV100-BL|2,3,INCOV100-BL,Expanded,0.0175438596491228,Mild_63
INCOV100-BL|3,17,INCOV100-BL,Expanded,0.0994152046783626,Mild_63
INCOV100-BL|4,15,INCOV100-BL,Cell,0.087719298245614,Mild_63
INCOV100-BL|5,42,INCOV100-BL,Expanded,0.245614035087719,Mild_63
INCOV100-BL|6,12,INCOV100-BL,Cell,0.0701754385964912,Mild_63
INCOV100-BL|8,22,INCOV100-BL,Cell,0.128654970760234,Mild_63
INCOV100-BL|9,1,INCOV100-BL,Expanded,0.00584795321637427,Mild_63
INCOV101-AC|0,6,INCOV101-AC,Expanded,0.0833333333333333,Mild_64
INCOV101-AC|1,32,INCOV101-AC,Cell,0.444444444444444,Mild_64
INCOV101-AC|2,2,INCOV101-AC,Expanded,0.0277777777777778,Mild_64
INCOV101-AC|3,1,INCOV101-AC,Expanded,0.0138888888888889,Mild_64
INCOV101-AC|4,2,INCOV101-AC,Cell,0.0277777777777778,Mild_64
INCOV101-AC|5,5,INCOV101-AC,Expanded,0.0694444444444444,Mild_64
INCOV101-AC|6,3,INCOV101-AC,Cell,0.0416666666666667,Mild_64
INCOV101-AC|8,21,INCOV101-AC,Cell,0.291666666666667,Mild_64
INCOV101-BL|0,11,INCOV101-BL,Expanded,0.035031847133758,Mild_65
INCOV101-BL|1,149,INCOV101-BL,Cell,0.474522292993631,Mild_65
INCOV101-BL|10,5,INCOV101-BL,Expanded,0.0159235668789809,Mild_65
INCOV101-BL|11,4,INCOV101-BL,Cell,0.0127388535031847,Mild_65
INCOV101-BL|13,1,INCOV101-BL,Expanded,0.00318471337579618,Mild_65
INCOV101-BL|2,4,INCOV101-BL,Expanded,0.0127388535031847,Mild_65
INCOV101-BL|3,11,INCOV101-BL,Expanded,0.035031847133758,Mild_65
INCOV101-BL|4,14,INCOV101-BL,Cell,0.0445859872611465,Mild_65
INCOV101-BL|5,16,INCOV101-BL,Expanded,0.0509554140127389,Mild_65
INCOV101-BL|6,34,INCOV101-BL,Cell,0.10828025477707,Mild_65
INCOV101-BL|7,1,INCOV101-BL,Expanded,0.00318471337579618,Mild_65
INCOV101-BL|8,64,INCOV101-BL,Cell,0.203821656050955,Mild_65
INCOV102-AC|0,14,INCOV102-AC,Expanded,0.189189189189189,Mild_66
INCOV102-AC|1,17,INCOV102-AC,Cell,0.22972972972973,Mild_66
INCOV102-AC|11,1,INCOV102-AC,Cell,0.0135135135135135,Mild_66
INCOV102-AC|2,5,INCOV102-AC,Expanded,0.0675675675675676,Mild_66
INCOV102-AC|3,3,INCOV102-AC,Expanded,0.0405405405405405,Mild_66
INCOV102-AC|4,15,INCOV102-AC,Cell,0.202702702702703,Mild_66
INCOV102-AC|5,14,INCOV102-AC,Expanded,0.189189189189189,Mild_66
INCOV102-AC|6,2,INCOV102-AC,Cell,0.027027027027027,Mild_66
INCOV102-AC|8,3,INCOV102-AC,Cell,0.0405405405405405,Mild_66
INCOV102-BL|0,26,INCOV102-BL,Expanded,0.152941176470588,Mild_67
INCOV102-BL|1,37,INCOV102-BL,Cell,0.217647058823529,Mild_67
INCOV102-BL|10,5,INCOV102-BL,Expanded,0.0294117647058824,Mild_67
INCOV102-BL|11,3,INCOV102-BL,Cell,0.0176470588235294,Mild_67
INCOV102-BL|2,13,INCOV102-BL,Expanded,0.0764705882352941,Mild_67
INCOV102-BL|3,11,INCOV102-BL,Expanded,0.0647058823529412,Mild_67
INCOV102-BL|4,32,INCOV102-BL,Cell,0.188235294117647,Mild_67
INCOV102-BL|5,18,INCOV102-BL,Expanded,0.105882352941176,Mild_67
INCOV102-BL|6,7,INCOV102-BL,Cell,0.0411764705882353,Mild_67
INCOV102-BL|8,18,INCOV102-BL,Cell,0.105882352941176,Mild_67
INCOV103-AC|0,17,INCOV103-AC,Expanded,0.131782945736434,Mild_68
INCOV103-AC|1,59,INCOV103-AC,Cell,0.457364341085271,Mild_68
INCOV103-AC|10,1,INCOV103-AC,Expanded,0.00775193798449612,Mild_68
INCOV103-AC|2,7,INCOV103-AC,Expanded,0.0542635658914729,Mild_68
INCOV103-AC|3,2,INCOV103-AC,Expanded,0.0155038759689922,Mild_68
INCOV103-AC|4,7,INCOV103-AC,Cell,0.0542635658914729,Mild_68
INCOV103-AC|5,20,INCOV103-AC,Expanded,0.155038759689922,Mild_68
INCOV103-AC|6,10,INCOV103-AC,Cell,0.0775193798449612,Mild_68
INCOV103-AC|8,6,INCOV103-AC,Cell,0.0465116279069767,Mild_68
INCOV103-BL|0,17,INCOV103-BL,Expanded,0.166666666666667,Mild_69
INCOV103-BL|1,33,INCOV103-BL,Cell,0.323529411764706,Mild_69
INCOV103-BL|10,1,INCOV103-BL,Expanded,0.00980392156862745,Mild_69
INCOV103-BL|11,1,INCOV103-BL,Cell,0.00980392156862745,Mild_69
INCOV103-BL|2,3,INCOV103-BL,Expanded,0.0294117647058824,Mild_69
INCOV103-BL|3,6,INCOV103-BL,Expanded,0.0588235294117647,Mild_69
INCOV103-BL|4,7,INCOV103-BL,Cell,0.0686274509803922,Mild_69
INCOV103-BL|5,14,INCOV103-BL,Expanded,0.137254901960784,Mild_69
INCOV103-BL|6,12,INCOV103-BL,Cell,0.117647058823529,Mild_69
INCOV103-BL|8,8,INCOV103-BL,Cell,0.0784313725490196,Mild_69
INCOV077-BL|0,57,INCOV077-BL,Expanded,0.12258064516129,Mild_7
INCOV077-BL|1,12,INCOV077-BL,Cell,0.0258064516129032,Mild_7
INCOV077-BL|10,2,INCOV077-BL,Expanded,0.0043010752688172,Mild_7
INCOV077-BL|11,6,INCOV077-BL,Cell,0.0129032258064516,Mild_7
INCOV077-BL|12,1,INCOV077-BL,Cell,0.0021505376344086,Mild_7
INCOV077-BL|13,5,INCOV077-BL,Expanded,0.010752688172043,Mild_7
INCOV077-BL|2,5,INCOV077-BL,Expanded,0.010752688172043,Mild_7
INCOV077-BL|3,36,INCOV077-BL,Expanded,0.0774193548387097,Mild_7
INCOV077-BL|4,211,INCOV077-BL,Cell,0.453763440860215,Mild_7
INCOV077-BL|5,13,INCOV077-BL,Expanded,0.0279569892473118,Mild_7
INCOV077-BL|6,98,INCOV077-BL,Cell,0.210752688172043,Mild_7
INCOV077-BL|8,19,INCOV077-BL,Cell,0.0408602150537634,Mild_7
INCOV104-AC|0,53,INCOV104-AC,Expanded,0.156342182890855,Mild_70
INCOV104-AC|1,69,INCOV104-AC,Cell,0.20353982300885,Mild_70
INCOV104-AC|10,5,INCOV104-AC,Expanded,0.0147492625368732,Mild_70
INCOV104-AC|13,2,INCOV104-AC,Expanded,0.00589970501474926,Mild_70
INCOV104-AC|2,6,INCOV104-AC,Expanded,0.0176991150442478,Mild_70
INCOV104-AC|3,63,INCOV104-AC,Expanded,0.185840707964602,Mild_70
INCOV104-AC|4,31,INCOV104-AC,Cell,0.0914454277286136,Mild_70
INCOV104-AC|5,48,INCOV104-AC,Expanded,0.141592920353982,Mild_70
INCOV104-AC|6,58,INCOV104-AC,Cell,0.171091445427729,Mild_70
INCOV104-AC|7,1,INCOV104-AC,Expanded,0.00294985250737463,Mild_70
INCOV104-AC|8,1,INCOV104-AC,Cell,0.00294985250737463,Mild_70
INCOV104-AC|9,2,INCOV104-AC,Expanded,0.00589970501474926,Mild_70
INCOV105-AC|0,30,INCOV105-AC,Expanded,0.181818181818182,Mild_71
INCOV105-AC|1,53,INCOV105-AC,Cell,0.321212121212121,Mild_71
INCOV105-AC|10,6,INCOV105-AC,Expanded,0.0363636363636364,Mild_71
INCOV105-AC|11,1,INCOV105-AC,Cell,0.00606060606060606,Mild_71
INCOV105-AC|13,1,INCOV105-AC,Expanded,0.00606060606060606,Mild_71
INCOV105-AC|2,5,INCOV105-AC,Expanded,0.0303030303030303,Mild_71
INCOV105-AC|3,5,INCOV105-AC,Expanded,0.0303030303030303,Mild_71
INCOV105-AC|4,20,INCOV105-AC,Cell,0.121212121212121,Mild_71
INCOV105-AC|5,28,INCOV105-AC,Expanded,0.16969696969697,Mild_71
INCOV105-AC|6,9,INCOV105-AC,Cell,0.0545454545454545,Mild_71
INCOV105-AC|8,6,INCOV105-AC,Cell,0.0363636363636364,Mild_71
INCOV105-AC|9,1,INCOV105-AC,Expanded,0.00606060606060606,Mild_71
INCOV107-AC|0,5,INCOV107-AC,Expanded,0.147058823529412,Mild_72
INCOV107-AC|1,8,INCOV107-AC,Cell,0.235294117647059,Mild_72
INCOV107-AC|10,1,INCOV107-AC,Expanded,0.0294117647058824,Mild_72
INCOV107-AC|11,2,INCOV107-AC,Cell,0.0588235294117647,Mild_72
INCOV107-AC|3,1,INCOV107-AC,Expanded,0.0294117647058824,Mild_72
INCOV107-AC|4,5,INCOV107-AC,Cell,0.147058823529412,Mild_72
INCOV107-AC|5,1,INCOV107-AC,Expanded,0.0294117647058824,Mild_72
INCOV107-AC|6,3,INCOV107-AC,Cell,0.0882352941176471,Mild_72
INCOV107-AC|8,8,INCOV107-AC,Cell,0.235294117647059,Mild_72
INCOV107-BL|0,17,INCOV107-BL,Expanded,0.223684210526316,Mild_73
INCOV107-BL|1,26,INCOV107-BL,Cell,0.342105263157895,Mild_73
INCOV107-BL|10,1,INCOV107-BL,Expanded,0.0131578947368421,Mild_73
INCOV107-BL|11,6,INCOV107-BL,Cell,0.0789473684210526,Mild_73
INCOV107-BL|2,2,INCOV107-BL,Expanded,0.0263157894736842,Mild_73
INCOV107-BL|3,1,INCOV107-BL,Expanded,0.0131578947368421,Mild_73
INCOV107-BL|4,11,INCOV107-BL,Cell,0.144736842105263,Mild_73
INCOV107-BL|6,2,INCOV107-BL,Cell,0.0263157894736842,Mild_73
INCOV107-BL|8,10,INCOV107-BL,Cell,0.131578947368421,Mild_73
INCOV108-AC|0,41,INCOV108-AC,Expanded,0.235632183908046,Mild_74
INCOV108-AC|1,44,INCOV108-AC,Cell,0.252873563218391,Mild_74
INCOV108-AC|10,14,INCOV108-AC,Expanded,0.0804597701149425,Mild_74
INCOV108-AC|13,1,INCOV108-AC,Expanded,0.00574712643678161,Mild_74
INCOV108-AC|2,14,INCOV108-AC,Expanded,0.0804597701149425,Mild_74
INCOV108-AC|3,5,INCOV108-AC,Expanded,0.028735632183908,Mild_74
INCOV108-AC|4,16,INCOV108-AC,Cell,0.0919540229885057,Mild_74
INCOV108-AC|5,24,INCOV108-AC,Expanded,0.137931034482759,Mild_74
INCOV108-AC|6,3,INCOV108-AC,Cell,0.0172413793103448,Mild_74
INCOV108-AC|8,10,INCOV108-AC,Cell,0.0574712643678161,Mild_74
INCOV108-AC|9,2,INCOV108-AC,Expanded,0.0114942528735632,Mild_74
INCOV109-AC|0,11,INCOV109-AC,Expanded,0.261904761904762,Mild_75
INCOV109-AC|1,16,INCOV109-AC,Cell,0.380952380952381,Mild_75
INCOV109-AC|10,2,INCOV109-AC,Expanded,0.0476190476190476,Mild_75
INCOV109-AC|11,2,INCOV109-AC,Cell,0.0476190476190476,Mild_75
INCOV109-AC|3,2,INCOV109-AC,Expanded,0.0476190476190476,Mild_75
INCOV109-AC|4,2,INCOV109-AC,Cell,0.0476190476190476,Mild_75
