vgene,mean_covid,mean_hd,mean_diff,logfc,pval,padj,sig
TRBV7-6,0.0148718401039193,0.013467103474552,0.00140473662936729,0.0992195668745674,0.27955698639092,0.570662529326813,0.243620643029897
TRBV10-3,0.0145196255962693,0.0146217739558431,-0.000102148359573763,-0.00701056088648563,0.258205970453156,0.570662529326813,0.243620643029897
TRBV20-1,0.0688417162103858,0.0714973631664989,-0.00265564695611309,-0.0378506687731507,0.319326490995149,0.601807617644703,0.220542319287661
TRBV10-2,0.00946597308507313,0.00532068347115365,0.00414528961391948,0.576101821030609,0.39353564317395,0.688687375554413,0.161977878067835
TRBV29-1,0.0207487936012575,0.0209122406397401,-0.00016344703848262,-0.00784655878368902,0.384558841410308,0.688687375554413,0.161977878067835
TRBV6-2,0.0301636776527047,0.0355889847210212,-0.00542530706831651,-0.165397698236595,0.440852046437289,0.720058342514239,0.142632313561132
TRBV7-8,0.0205480979011746,0.0161297939489454,0.00441830395222923,0.242100259448195,0.430367123338121,0.720058342514239,0.142632313561132
TRBV4-3,0.0263625137029182,0.0166007081451022,0.00976180555781601,0.462497711796906,0.462351169041045,0.730813138161652,0.136193653739014
TRBV11-1,0.00546097331884194,0.00249210992512336,0.00296886339371858,0.784497326236388,0.534567360650723,0.818556270996419,0.0869514599988632
TRBV6-8,7.60520699394799e-05,0,7.60520699394799e-05,Inf,0.585315321850424,0.843542669725611,0.0738929441860857
TRBV12-3,0.019032991407369,0.0136613998489906,0.00537159155837842,0.331599536389615,0.569498139271683,0.843542669725611,0.0738929441860857
TRBV5-6,0.021799455181168,0.0207903122196287,0.00100914296153933,0.0473978582568919,0.63905271539176,0.846313055518818,0.0724689594959421
TRBV7-4,9.40300327177521e-05,0,9.40300327177521e-05,Inf,0.627351154835562,0.846313055518818,0.0724689594959421
TRBV24-1,0.0145460034490835,0.0120723414332222,0.00247366201586138,0.18639927471224,0.631012006750522,0.846313055518818,0.0724689594959421
TRBV5-7,9.74949012381762e-05,0,9.74949012381762e-05,Inf,0.676495825185343,0.872323564054784,0.0593223957796557
TRBV12-4,0.0316889474512344,0.0240013190791044,0.00768762837212998,0.277859168775609,0.702879151165658,0.883104574541468,0.0539878655535973
TRBV16,0.00118552133708502,0.00160786825312224,-0.000422346916037218,-0.304726610516223,0.72633433926975,0.889759565605443,0.0507273342964917
TRBV6-5,0.0464565246229917,0.0442709343099355,0.00218559031305619,0.0481885695753409,0.744721455222587,0.890032958680653,0.0505939107617057
TRBV5-5,0.00880324885504741,0.0116505407405071,-0.00284729188545965,-0.28023175300413,0.793010993570828,0.918604280146608,0.0368715353608094
TRBV9,0.0446023633594326,0.0405189615177051,0.00408340184172755,0.0960167975737502,0.857681658107259,0.918604280146608,0.0368715353608094
TRBV11-2,0.0273281202192348,0.0192185303489048,0.00810958987032993,0.352041280778129,0.853469494840428,0.918604280146608,0.0368715353608094
TRBV12-5,0.00449808685773432,0.00285127672348871,0.00164681013424561,0.455885296527301,0.814411160620648,0.918604280146608,0.0368715353608094
TRBV25-1,0.0140072594062773,0.00676801818628527,0.00723924121999208,0.727367414846153,0.862363201770285,0.918604280146608,0.0368715353608094
TRBV7-9,0.0591602185278085,0.0511587748137887,0.00800144371401987,0.145315303383518,0.948637768839728,0.980815815261668,0.00841253994485267
TRBV18,0.0104838239907334,0.00901177255496492,0.00147205143576846,0.151301712719017,0.960799165970613,0.980815815261668,0.00841253994485267
TRBV28,0.0591046485254694,0.0500732114913886,0.00903143703408076,0.165823412255482,1,1,0
