,pvalues
TRBJ1-1,0.00305731961893179
TRBJ1-2,0.0577101870741878
TRBJ1-3,0.00201589519060789
TRBJ1-4,0.000324379489494862
TRBJ1-5,0.0390346655934436
TRBJ1-6,0.0840231724681916
TRBJ2-1,0.0840231724681916
TRBJ2-2,0.115975972962697
TRBJ2-3,0.0677826803739563
TRBJ2-4,0.00305731961893179
TRBJ2-5,0.189506630136287
TRBJ2-6,0.0100506698051537
TRBJ2-7,0.00305731961893179
